source,target,weight,n_contacts,transmission
1427,1486,300,15,temporal_contact_aggregated
1427,1489,40,2,temporal_contact_aggregated
1427,1498,40,2,temporal_contact_aggregated
1427,1502,100,5,temporal_contact_aggregated
1427,1511,20,1,temporal_contact_aggregated
1427,1522,60,3,temporal_contact_aggregated
1427,1563,1040,52,temporal_contact_aggregated
1427,1578,280,14,temporal_contact_aggregated
1427,1585,160,8,temporal_contact_aggregated
1427,1592,740,37,temporal_contact_aggregated
1427,1630,20,1,temporal_contact_aggregated
1427,1650,20,1,temporal_contact_aggregated
1427,1668,20,1,temporal_contact_aggregated
1427,1682,20,1,temporal_contact_aggregated
1427,1707,20,1,temporal_contact_aggregated
1427,1709,20,1,temporal_contact_aggregated
1427,1745,20,1,temporal_contact_aggregated
1427,1750,140,7,temporal_contact_aggregated
1427,1751,20,1,temporal_contact_aggregated
1427,1798,20,1,temporal_contact_aggregated
1427,1824,320,16,temporal_contact_aggregated
1427,1851,20,1,temporal_contact_aggregated
1427,1852,20,1,temporal_contact_aggregated
1428,1429,180,9,temporal_contact_aggregated
1428,1430,80,4,temporal_contact_aggregated
1428,1431,320,16,temporal_contact_aggregated
1428,1434,40,2,temporal_contact_aggregated
1428,1435,80,4,temporal_contact_aggregated
1428,1437,380,19,temporal_contact_aggregated
1428,1439,280,14,temporal_contact_aggregated
1428,1441,80,4,temporal_contact_aggregated
1428,1443,80,4,temporal_contact_aggregated
1428,1451,80,4,temporal_contact_aggregated
1428,1452,160,8,temporal_contact_aggregated
1428,1453,20,1,temporal_contact_aggregated
1428,1457,320,16,temporal_contact_aggregated
1428,1458,80,4,temporal_contact_aggregated
1428,1459,60,3,temporal_contact_aggregated
1428,1461,20,1,temporal_contact_aggregated
1428,1465,160,8,temporal_contact_aggregated
1428,1468,140,7,temporal_contact_aggregated
1428,1471,380,19,temporal_contact_aggregated
1428,1475,80,4,temporal_contact_aggregated
1428,1477,360,18,temporal_contact_aggregated
1428,1480,300,15,temporal_contact_aggregated
1428,1482,200,10,temporal_contact_aggregated
1428,1483,160,8,temporal_contact_aggregated
1428,1486,840,42,temporal_contact_aggregated
1428,1489,220,11,temporal_contact_aggregated
1428,1493,40,2,temporal_contact_aggregated
1428,1495,220,11,temporal_contact_aggregated
1428,1498,920,46,temporal_contact_aggregated
1428,1500,160,8,temporal_contact_aggregated
1428,1501,20,1,temporal_contact_aggregated
1428,1502,20,1,temporal_contact_aggregated
1428,1516,20,1,temporal_contact_aggregated
1428,1520,840,42,temporal_contact_aggregated
1428,1522,40,2,temporal_contact_aggregated
1428,1525,40,2,temporal_contact_aggregated
1428,1528,40,2,temporal_contact_aggregated
1428,1533,40,2,temporal_contact_aggregated
1428,1545,40,2,temporal_contact_aggregated
1428,1548,20,1,temporal_contact_aggregated
1428,1549,60,3,temporal_contact_aggregated
1428,1551,20,1,temporal_contact_aggregated
1428,1552,20,1,temporal_contact_aggregated
1428,1560,20,1,temporal_contact_aggregated
1428,1563,520,26,temporal_contact_aggregated
1428,1567,40,2,temporal_contact_aggregated
1428,1578,420,21,temporal_contact_aggregated
1428,1579,60,3,temporal_contact_aggregated
1428,1585,780,39,temporal_contact_aggregated
1428,1592,160,8,temporal_contact_aggregated
1428,1628,20,1,temporal_contact_aggregated
1428,1656,580,29,temporal_contact_aggregated
1428,1664,20,1,temporal_contact_aggregated
1428,1665,60,3,temporal_contact_aggregated
1428,1666,20,1,temporal_contact_aggregated
1428,1668,20,1,temporal_contact_aggregated
1428,1673,60,3,temporal_contact_aggregated
1428,1695,40,2,temporal_contact_aggregated
1428,1696,20,1,temporal_contact_aggregated
1428,1697,40,2,temporal_contact_aggregated
1428,1698,40,2,temporal_contact_aggregated
1428,1700,20,1,temporal_contact_aggregated
1428,1705,60,3,temporal_contact_aggregated
1428,1708,20,1,temporal_contact_aggregated
1428,1709,20,1,temporal_contact_aggregated
1428,1714,20,1,temporal_contact_aggregated
1428,1730,40,2,temporal_contact_aggregated
1428,1749,20,1,temporal_contact_aggregated
1428,1751,40,2,temporal_contact_aggregated
1428,1761,60,3,temporal_contact_aggregated
1428,1775,40,2,temporal_contact_aggregated
1428,1802,100,5,temporal_contact_aggregated
1428,1821,40,2,temporal_contact_aggregated
1428,1824,200,10,temporal_contact_aggregated
1428,1833,20,1,temporal_contact_aggregated
1428,1837,100,5,temporal_contact_aggregated
1428,1847,100,5,temporal_contact_aggregated
1428,1851,20,1,temporal_contact_aggregated
1428,1857,40,2,temporal_contact_aggregated
1428,1912,20,1,temporal_contact_aggregated
1429,1430,180,9,temporal_contact_aggregated
1429,1431,1500,75,temporal_contact_aggregated
1429,1434,220,11,temporal_contact_aggregated
1429,1435,100,5,temporal_contact_aggregated
1429,1437,1240,62,temporal_contact_aggregated
1429,1439,720,36,temporal_contact_aggregated
1429,1441,60,3,temporal_contact_aggregated
1429,1443,600,30,temporal_contact_aggregated
1429,1451,20,1,temporal_contact_aggregated
1429,1452,40,2,temporal_contact_aggregated
1429,1453,800,40,temporal_contact_aggregated
1429,1457,1120,56,temporal_contact_aggregated
1429,1458,20,1,temporal_contact_aggregated
1429,1465,1160,58,temporal_contact_aggregated
1429,1471,400,20,temporal_contact_aggregated
1429,1475,320,16,temporal_contact_aggregated
1429,1477,40,2,temporal_contact_aggregated
1429,1480,360,18,temporal_contact_aggregated
1429,1482,440,22,temporal_contact_aggregated
1429,1486,100,5,temporal_contact_aggregated
1429,1489,7500,375,temporal_contact_aggregated
1429,1495,20,1,temporal_contact_aggregated
1429,1498,20,1,temporal_contact_aggregated
1429,1502,180,9,temporal_contact_aggregated
1429,1503,20,1,temporal_contact_aggregated
1429,1511,40,2,temporal_contact_aggregated
1429,1521,40,2,temporal_contact_aggregated
1429,1522,80,4,temporal_contact_aggregated
1429,1533,40,2,temporal_contact_aggregated
1429,1551,300,15,temporal_contact_aggregated
1429,1552,60,3,temporal_contact_aggregated
1429,1560,40,2,temporal_contact_aggregated
1429,1563,1120,56,temporal_contact_aggregated
1429,1567,20,1,temporal_contact_aggregated
1429,1572,20,1,temporal_contact_aggregated
1429,1578,460,23,temporal_contact_aggregated
1429,1585,200,10,temporal_contact_aggregated
1429,1592,160,8,temporal_contact_aggregated
1429,1653,20,1,temporal_contact_aggregated
1429,1665,20,1,temporal_contact_aggregated
1429,1695,40,2,temporal_contact_aggregated
1429,1700,60,3,temporal_contact_aggregated
1429,1708,60,3,temporal_contact_aggregated
1429,1711,20,1,temporal_contact_aggregated
1429,1723,20,1,temporal_contact_aggregated
1429,1730,60,3,temporal_contact_aggregated
1429,1731,20,1,temporal_contact_aggregated
1429,1750,100,5,temporal_contact_aggregated
1429,1757,40,2,temporal_contact_aggregated
1429,1761,20,1,temporal_contact_aggregated
1429,1764,20,1,temporal_contact_aggregated
1429,1770,20,1,temporal_contact_aggregated
1429,1775,20,1,temporal_contact_aggregated
1429,1815,40,2,temporal_contact_aggregated
1429,1819,20,1,temporal_contact_aggregated
1429,1824,80,4,temporal_contact_aggregated
1429,1837,60,3,temporal_contact_aggregated
1429,1855,20,1,temporal_contact_aggregated
1429,1857,20,1,temporal_contact_aggregated
1429,1895,20,1,temporal_contact_aggregated
1429,1916,20,1,temporal_contact_aggregated
1430,1431,300,15,temporal_contact_aggregated
1430,1434,80,4,temporal_contact_aggregated
1430,1435,140,7,temporal_contact_aggregated
1430,1437,80,4,temporal_contact_aggregated
1430,1439,60,3,temporal_contact_aggregated
1430,1443,180,9,temporal_contact_aggregated
1430,1451,20,1,temporal_contact_aggregated
1430,1453,20,1,temporal_contact_aggregated
1430,1458,20,1,temporal_contact_aggregated
1430,1461,20,1,temporal_contact_aggregated
1430,1465,20,1,temporal_contact_aggregated
1430,1468,60,3,temporal_contact_aggregated
1430,1471,80,4,temporal_contact_aggregated
1430,1475,140,7,temporal_contact_aggregated
1430,1477,20,1,temporal_contact_aggregated
1430,1480,20,1,temporal_contact_aggregated
1430,1482,600,30,temporal_contact_aggregated
1430,1483,40,2,temporal_contact_aggregated
1430,1489,40,2,temporal_contact_aggregated
1430,1500,40,2,temporal_contact_aggregated
1430,1502,20,1,temporal_contact_aggregated
1430,1516,20,1,temporal_contact_aggregated
1430,1520,40,2,temporal_contact_aggregated
1430,1525,20,1,temporal_contact_aggregated
1430,1528,60,3,temporal_contact_aggregated
1430,1548,20,1,temporal_contact_aggregated
1430,1551,20,1,temporal_contact_aggregated
1430,1563,40,2,temporal_contact_aggregated
1430,1578,40,2,temporal_contact_aggregated
1430,1585,120,6,temporal_contact_aggregated
1430,1707,40,2,temporal_contact_aggregated
1430,1824,500,25,temporal_contact_aggregated
1430,1837,120,6,temporal_contact_aggregated
1431,1434,860,43,temporal_contact_aggregated
1431,1435,320,16,temporal_contact_aggregated
1431,1437,840,42,temporal_contact_aggregated
1431,1439,820,41,temporal_contact_aggregated
1431,1441,20,1,temporal_contact_aggregated
1431,1443,620,31,temporal_contact_aggregated
1431,1452,60,3,temporal_contact_aggregated
1431,1453,900,45,temporal_contact_aggregated
1431,1457,480,24,temporal_contact_aggregated
1431,1458,20,1,temporal_contact_aggregated
1431,1459,40,2,temporal_contact_aggregated
1431,1465,1780,89,temporal_contact_aggregated
1431,1471,340,17,temporal_contact_aggregated
1431,1475,200,10,temporal_contact_aggregated
1431,1477,40,2,temporal_contact_aggregated
1431,1480,3660,183,temporal_contact_aggregated
1431,1482,420,21,temporal_contact_aggregated
1431,1486,280,14,temporal_contact_aggregated
1431,1489,800,40,temporal_contact_aggregated
1431,1493,100,5,temporal_contact_aggregated
1431,1498,60,3,temporal_contact_aggregated
1431,1501,20,1,temporal_contact_aggregated
1431,1502,20,1,temporal_contact_aggregated
1431,1503,20,1,temporal_contact_aggregated
1431,1511,20,1,temporal_contact_aggregated
1431,1522,120,6,temporal_contact_aggregated
1431,1525,20,1,temporal_contact_aggregated
1431,1532,40,2,temporal_contact_aggregated
1431,1533,160,8,temporal_contact_aggregated
1431,1539,40,2,temporal_contact_aggregated
1431,1551,20,1,temporal_contact_aggregated
1431,1552,40,2,temporal_contact_aggregated
1431,1563,900,45,temporal_contact_aggregated
1431,1572,40,2,temporal_contact_aggregated
1431,1574,20,1,temporal_contact_aggregated
1431,1578,420,21,temporal_contact_aggregated
1431,1579,20,1,temporal_contact_aggregated
1431,1585,60,3,temporal_contact_aggregated
1431,1592,300,15,temporal_contact_aggregated
1431,1625,20,1,temporal_contact_aggregated
1431,1673,20,1,temporal_contact_aggregated
1431,1674,60,3,temporal_contact_aggregated
1431,1684,20,1,temporal_contact_aggregated
1431,1704,20,1,temporal_contact_aggregated
1431,1708,20,1,temporal_contact_aggregated
1431,1711,60,3,temporal_contact_aggregated
1431,1722,20,1,temporal_contact_aggregated
1431,1730,20,1,temporal_contact_aggregated
1431,1743,20,1,temporal_contact_aggregated
1431,1750,140,7,temporal_contact_aggregated
1431,1761,20,1,temporal_contact_aggregated
1431,1768,20,1,temporal_contact_aggregated
1431,1775,20,1,temporal_contact_aggregated
1431,1780,20,1,temporal_contact_aggregated
1431,1783,20,1,temporal_contact_aggregated
1431,1795,20,1,temporal_contact_aggregated
1431,1797,60,3,temporal_contact_aggregated
1431,1802,40,2,temporal_contact_aggregated
1431,1815,40,2,temporal_contact_aggregated
1431,1819,40,2,temporal_contact_aggregated
1431,1824,500,25,temporal_contact_aggregated
1431,1835,600,30,temporal_contact_aggregated
1431,1885,80,4,temporal_contact_aggregated
1431,1895,60,3,temporal_contact_aggregated
1431,1909,20,1,temporal_contact_aggregated
1431,1916,60,3,temporal_contact_aggregated
1434,1435,60,3,temporal_contact_aggregated
1434,1437,160,8,temporal_contact_aggregated
1434,1439,160,8,temporal_contact_aggregated
1434,1441,40,2,temporal_contact_aggregated
1434,1443,1420,71,temporal_contact_aggregated
1434,1451,60,3,temporal_contact_aggregated
1434,1457,120,6,temporal_contact_aggregated
1434,1459,80,4,temporal_contact_aggregated
1434,1465,20,1,temporal_contact_aggregated
1434,1471,80,4,temporal_contact_aggregated
1434,1475,3160,158,temporal_contact_aggregated
1434,1477,60,3,temporal_contact_aggregated
1434,1480,1280,64,temporal_contact_aggregated
1434,1482,20,1,temporal_contact_aggregated
1434,1486,40,2,temporal_contact_aggregated
1434,1489,280,14,temporal_contact_aggregated
1434,1493,40,2,temporal_contact_aggregated
1434,1498,20,1,temporal_contact_aggregated
1434,1500,80,4,temporal_contact_aggregated
1434,1501,220,11,temporal_contact_aggregated
1434,1502,40,2,temporal_contact_aggregated
1434,1511,20,1,temporal_contact_aggregated
1434,1519,500,25,temporal_contact_aggregated
1434,1522,20,1,temporal_contact_aggregated
1434,1528,20,1,temporal_contact_aggregated
1434,1532,1160,58,temporal_contact_aggregated
1434,1533,3440,172,temporal_contact_aggregated
1434,1539,100,5,temporal_contact_aggregated
1434,1545,20,1,temporal_contact_aggregated
1434,1546,160,8,temporal_contact_aggregated
1434,1548,120,6,temporal_contact_aggregated
1434,1552,60,3,temporal_contact_aggregated
1434,1560,500,25,temporal_contact_aggregated
1434,1563,160,8,temporal_contact_aggregated
1434,1572,140,7,temporal_contact_aggregated
1434,1578,180,9,temporal_contact_aggregated
1434,1579,40,2,temporal_contact_aggregated
1434,1585,140,7,temporal_contact_aggregated
1434,1592,80,4,temporal_contact_aggregated
1434,1632,40,2,temporal_contact_aggregated
1434,1664,40,2,temporal_contact_aggregated
1434,1673,20,1,temporal_contact_aggregated
1434,1675,60,3,temporal_contact_aggregated
1434,1684,220,11,temporal_contact_aggregated
1434,1688,60,3,temporal_contact_aggregated
1434,1695,100,5,temporal_contact_aggregated
1434,1696,60,3,temporal_contact_aggregated
1434,1698,20,1,temporal_contact_aggregated
1434,1700,40,2,temporal_contact_aggregated
1434,1704,20,1,temporal_contact_aggregated
1434,1708,40,2,temporal_contact_aggregated
1434,1712,20,1,temporal_contact_aggregated
1434,1714,20,1,temporal_contact_aggregated
1434,1730,80,4,temporal_contact_aggregated
1434,1750,60,3,temporal_contact_aggregated
1434,1751,20,1,temporal_contact_aggregated
1434,1753,20,1,temporal_contact_aggregated
1434,1757,20,1,temporal_contact_aggregated
1434,1763,40,2,temporal_contact_aggregated
1434,1765,240,12,temporal_contact_aggregated
1434,1766,80,4,temporal_contact_aggregated
1434,1768,20,1,temporal_contact_aggregated
1434,1774,60,3,temporal_contact_aggregated
1434,1789,20,1,temporal_contact_aggregated
1434,1792,20,1,temporal_contact_aggregated
1434,1796,20,1,temporal_contact_aggregated
1434,1797,20,1,temporal_contact_aggregated
1434,1802,20,1,temporal_contact_aggregated
1434,1815,60,3,temporal_contact_aggregated
1434,1821,340,17,temporal_contact_aggregated
1434,1822,80,4,temporal_contact_aggregated
1434,1824,60,3,temporal_contact_aggregated
1434,1833,20,1,temporal_contact_aggregated
1434,1835,40,2,temporal_contact_aggregated
1434,1837,100,5,temporal_contact_aggregated
1434,1838,20,1,temporal_contact_aggregated
1434,1843,20,1,temporal_contact_aggregated
1434,1847,40,2,temporal_contact_aggregated
1434,1851,20,1,temporal_contact_aggregated
1434,1857,500,25,temporal_contact_aggregated
1434,1861,20,1,temporal_contact_aggregated
1434,1880,20,1,temporal_contact_aggregated
1434,1885,4780,239,temporal_contact_aggregated
1434,1889,20,1,temporal_contact_aggregated
1434,1895,400,20,temporal_contact_aggregated
1434,1909,20,1,temporal_contact_aggregated
1434,1911,20,1,temporal_contact_aggregated
1434,1912,440,22,temporal_contact_aggregated
1435,1437,120,6,temporal_contact_aggregated
1435,1439,220,11,temporal_contact_aggregated
1435,1441,120,6,temporal_contact_aggregated
1435,1443,300,15,temporal_contact_aggregated
1435,1452,60,3,temporal_contact_aggregated
1435,1458,160,8,temporal_contact_aggregated
1435,1459,40,2,temporal_contact_aggregated
1435,1465,100,5,temporal_contact_aggregated
1435,1468,20,1,temporal_contact_aggregated
1435,1471,1400,70,temporal_contact_aggregated
1435,1475,180,9,temporal_contact_aggregated
1435,1477,120,6,temporal_contact_aggregated
1435,1480,60,3,temporal_contact_aggregated
1435,1482,320,16,temporal_contact_aggregated
1435,1486,180,9,temporal_contact_aggregated
1435,1489,80,4,temporal_contact_aggregated
1435,1498,20,1,temporal_contact_aggregated
1435,1502,20,1,temporal_contact_aggregated
1435,1503,20,1,temporal_contact_aggregated
1435,1511,40,2,temporal_contact_aggregated
1435,1522,80,4,temporal_contact_aggregated
1435,1548,20,1,temporal_contact_aggregated
1435,1562,20,1,temporal_contact_aggregated
1435,1563,100,5,temporal_contact_aggregated
1435,1572,20,1,temporal_contact_aggregated
1435,1574,20,1,temporal_contact_aggregated
1435,1578,2660,133,temporal_contact_aggregated
1435,1585,300,15,temporal_contact_aggregated
1435,1592,1540,77,temporal_contact_aggregated
1435,1630,20,1,temporal_contact_aggregated
1435,1750,380,19,temporal_contact_aggregated
1435,1824,380,19,temporal_contact_aggregated
1437,1439,580,29,temporal_contact_aggregated
1437,1441,60,3,temporal_contact_aggregated
1437,1443,760,38,temporal_contact_aggregated
1437,1451,100,5,temporal_contact_aggregated
1437,1452,60,3,temporal_contact_aggregated
1437,1453,920,46,temporal_contact_aggregated
1437,1457,2320,116,temporal_contact_aggregated
1437,1458,40,2,temporal_contact_aggregated
1437,1459,20,1,temporal_contact_aggregated
1437,1465,2580,129,temporal_contact_aggregated
1437,1468,20,1,temporal_contact_aggregated
1437,1471,380,19,temporal_contact_aggregated
1437,1475,360,18,temporal_contact_aggregated
1437,1477,120,6,temporal_contact_aggregated
1437,1480,540,27,temporal_contact_aggregated
1437,1482,440,22,temporal_contact_aggregated
1437,1483,140,7,temporal_contact_aggregated
1437,1486,340,17,temporal_contact_aggregated
1437,1489,980,49,temporal_contact_aggregated
1437,1493,180,9,temporal_contact_aggregated
1437,1498,320,16,temporal_contact_aggregated
1437,1501,220,11,temporal_contact_aggregated
1437,1502,60,3,temporal_contact_aggregated
1437,1503,380,19,temporal_contact_aggregated
1437,1520,140,7,temporal_contact_aggregated
1437,1525,20,1,temporal_contact_aggregated
1437,1532,20,1,temporal_contact_aggregated
1437,1533,120,6,temporal_contact_aggregated
1437,1539,100,5,temporal_contact_aggregated
1437,1546,20,1,temporal_contact_aggregated
1437,1549,20,1,temporal_contact_aggregated
1437,1552,120,6,temporal_contact_aggregated
1437,1558,20,1,temporal_contact_aggregated
1437,1560,20,1,temporal_contact_aggregated
1437,1563,15280,764,temporal_contact_aggregated
1437,1567,60,3,temporal_contact_aggregated
1437,1578,340,17,temporal_contact_aggregated
1437,1579,20,1,temporal_contact_aggregated
1437,1585,1340,67,temporal_contact_aggregated
1437,1592,120,6,temporal_contact_aggregated
1437,1594,20,1,temporal_contact_aggregated
1437,1613,20,1,temporal_contact_aggregated
1437,1637,80,4,temporal_contact_aggregated
1437,1650,20,1,temporal_contact_aggregated
1437,1664,60,3,temporal_contact_aggregated
1437,1665,180,9,temporal_contact_aggregated
1437,1666,400,20,temporal_contact_aggregated
1437,1668,20,1,temporal_contact_aggregated
1437,1675,100,5,temporal_contact_aggregated
1437,1684,260,13,temporal_contact_aggregated
1437,1688,40,2,temporal_contact_aggregated
1437,1695,700,35,temporal_contact_aggregated
1437,1696,20,1,temporal_contact_aggregated
1437,1697,80,4,temporal_contact_aggregated
1437,1698,80,4,temporal_contact_aggregated
1437,1700,100,5,temporal_contact_aggregated
1437,1705,20,1,temporal_contact_aggregated
1437,1710,20,1,temporal_contact_aggregated
1437,1723,20,1,temporal_contact_aggregated
1437,1749,20,1,temporal_contact_aggregated
1437,1750,120,6,temporal_contact_aggregated
1437,1751,20,1,temporal_contact_aggregated
1437,1757,40,2,temporal_contact_aggregated
1437,1763,20,1,temporal_contact_aggregated
1437,1764,20,1,temporal_contact_aggregated
1437,1780,120,6,temporal_contact_aggregated
1437,1797,20,1,temporal_contact_aggregated
1437,1798,20,1,temporal_contact_aggregated
1437,1802,20,1,temporal_contact_aggregated
1437,1815,140,7,temporal_contact_aggregated
1437,1819,20,1,temporal_contact_aggregated
1437,1821,180,9,temporal_contact_aggregated
1437,1822,40,2,temporal_contact_aggregated
1437,1824,820,41,temporal_contact_aggregated
1437,1833,40,2,temporal_contact_aggregated
1437,1837,100,5,temporal_contact_aggregated
1437,1847,20,1,temporal_contact_aggregated
1437,1857,100,5,temporal_contact_aggregated
1437,1866,20,1,temporal_contact_aggregated
1437,1885,20,1,temporal_contact_aggregated
1437,1889,20,1,temporal_contact_aggregated
1437,1890,20,1,temporal_contact_aggregated
1437,1895,40,2,temporal_contact_aggregated
1437,1911,20,1,temporal_contact_aggregated
1437,1912,40,2,temporal_contact_aggregated
1437,1916,20,1,temporal_contact_aggregated
1437,1920,40,2,temporal_contact_aggregated
1439,1441,40,2,temporal_contact_aggregated
1439,1443,500,25,temporal_contact_aggregated
1439,1452,20,1,temporal_contact_aggregated
1439,1457,20,1,temporal_contact_aggregated
1439,1458,20,1,temporal_contact_aggregated
1439,1459,140,7,temporal_contact_aggregated
1439,1465,480,24,temporal_contact_aggregated
1439,1471,1660,83,temporal_contact_aggregated
1439,1475,280,14,temporal_contact_aggregated
1439,1477,180,9,temporal_contact_aggregated
1439,1479,60,3,temporal_contact_aggregated
1439,1480,3280,164,temporal_contact_aggregated
1439,1482,260,13,temporal_contact_aggregated
1439,1486,560,28,temporal_contact_aggregated
1439,1489,140,7,temporal_contact_aggregated
1439,1493,160,8,temporal_contact_aggregated
1439,1498,100,5,temporal_contact_aggregated
1439,1500,60,3,temporal_contact_aggregated
1439,1501,20,1,temporal_contact_aggregated
1439,1502,20,1,temporal_contact_aggregated
1439,1503,360,18,temporal_contact_aggregated
1439,1511,40,2,temporal_contact_aggregated
1439,1516,20,1,temporal_contact_aggregated
1439,1528,40,2,temporal_contact_aggregated
1439,1532,100,5,temporal_contact_aggregated
1439,1533,60,3,temporal_contact_aggregated
1439,1545,200,10,temporal_contact_aggregated
1439,1548,40,2,temporal_contact_aggregated
1439,1549,140,7,temporal_contact_aggregated
1439,1551,20,1,temporal_contact_aggregated
1439,1558,160,8,temporal_contact_aggregated
1439,1560,40,2,temporal_contact_aggregated
1439,1563,180,9,temporal_contact_aggregated
1439,1567,140,7,temporal_contact_aggregated
1439,1572,20,1,temporal_contact_aggregated
1439,1578,400,20,temporal_contact_aggregated
1439,1579,20,1,temporal_contact_aggregated
1439,1585,620,31,temporal_contact_aggregated
1439,1592,120,6,temporal_contact_aggregated
1439,1594,20,1,temporal_contact_aggregated
1439,1628,140,7,temporal_contact_aggregated
1439,1665,20,1,temporal_contact_aggregated
1439,1666,20,1,temporal_contact_aggregated
1439,1668,20,1,temporal_contact_aggregated
1439,1673,40,2,temporal_contact_aggregated
1439,1700,20,1,temporal_contact_aggregated
1439,1705,1300,65,temporal_contact_aggregated
1439,1714,20,1,temporal_contact_aggregated
1439,1730,160,8,temporal_contact_aggregated
1439,1749,40,2,temporal_contact_aggregated
1439,1750,160,8,temporal_contact_aggregated
1439,1759,20,1,temporal_contact_aggregated
1439,1761,20,1,temporal_contact_aggregated
1439,1767,20,1,temporal_contact_aggregated
1439,1780,20,1,temporal_contact_aggregated
1439,1797,1520,76,temporal_contact_aggregated
1439,1802,80,4,temporal_contact_aggregated
