node_id,site,group,sex,hhid,degree,weighted_degree_sec,contact_count,degree_centrality,betweenness_centrality,closeness_centrality,clustering,core_number,graph_center_score,composite_trace_score,rank_by_composite_trace
1567,SocioPatterns primary school,3B,M,sociopatterns_primary_school_component_0,86,24480.0,1224.0,0.35684647302904565,0.003932226110710769,0.6085858585858586,0.4744186046511628,47,0.5,0.34364724432124416,67
1501,SocioPatterns primary school,5A,F,sociopatterns_primary_school_component_0,76,26180.0,1309.0,0.3153526970954357,0.002326264634569775,0.5935960591133005,0.5256140350877193,47,0.5,0.3369952119450119,68
1656,SocioPatterns primary school,1B,M,sociopatterns_primary_school_component_0,82,24040.0,1202.0,0.34024896265560167,0.003372788486189839,0.6025,0.4667268894911171,47,0.5,0.33560595060202625,69
1866,SocioPatterns primary school,4B,M,sociopatterns_primary_school_component_0,97,19160.0,958.0,0.4024896265560166,0.007995580454847486,0.625974025974026,0.4104381443298969,47,0.5,0.33479893565542884,70
1907,SocioPatterns primary school,2A,F,sociopatterns_primary_school_component_0,87,29040.0,1452.0,0.36099585062240663,0.004283876074590709,0.6070528967254408,0.4619085805934242,47,0.3333333333333333,0.33381030879757667,71
1720,SocioPatterns primary school,3A,F,sociopatterns_primary_school_component_0,84,23080.0,1154.0,0.34854771784232363,0.002271837386333175,0.6055276381909548,0.5648307515777395,47,0.5,0.33366426455862574,72
1847,SocioPatterns primary school,4B,M,sociopatterns_primary_school_component_0,89,21180.0,1059.0,0.36929460580912865,0.006355596568864615,0.6132315521628499,0.42134831460674155,47,0.5,0.3325866831588415,73
1743,SocioPatterns primary school,2B,F,sociopatterns_primary_school_component_0,72,26220.0,1311.0,0.2987551867219917,0.00323920213112241,0.5878048780487805,0.4831768388106416,47,0.5,0.33156142331939964,74
1763,SocioPatterns primary school,3A,M,sociopatterns_primary_school_component_0,91,20120.0,1006.0,0.3775933609958506,0.004235642213042377,0.6163682864450127,0.46324786324786327,47,0.5,0.3299593151997915,75
1426,SocioPatterns primary school,5B,M,sociopatterns_primary_school_component_0,83,22180.0,1109.0,0.34439834024896265,0.0032326604589530644,0.6040100250626567,0.5301204819277109,47,0.5,0.32806721563536545,76
1711,SocioPatterns primary school,1A,F,sociopatterns_primary_school_component_0,86,21080.0,1054.0,0.35684647302904565,0.005014431941485279,0.6085858585858586,0.4232558139534884,47,0.5,0.3274797224958802,77
1493,SocioPatterns primary school,5A,F,sociopatterns_primary_school_component_0,83,21860.0,1093.0,0.34439834024896265,0.0026950396660810894,0.6040100250626567,0.5245371730825742,47,0.5,0.32641767143053046,78
1674,SocioPatterns primary school,1B,F,sociopatterns_primary_school_component_0,75,23960.0,1198.0,0.3112033195020747,0.0029882419418482027,0.5921375921375921,0.47855855855855856,47,0.5,0.3249775611778583,79
1859,SocioPatterns primary school,3A,F,sociopatterns_primary_school_component_0,88,26940.0,1347.0,0.3651452282157676,0.0032589818656743553,0.6085858585858586,0.5245559038662487,47,0.3333333333333333,0.3249381055598846,80
1745,SocioPatterns primary school,Teachers,Unknown,sociopatterns_primary_school_component_0,56,28940.0,1447.0,0.23236514522821577,0.0018542325220381498,0.5657276995305164,0.4896103896103896,41,0.5,0.3211550852679763,81
1500,SocioPatterns primary school,4A,M,sociopatterns_primary_school_component_0,82,20900.0,1045.0,0.34024896265560167,0.0044448966670857445,0.6025,0.4667268894911171,47,0.5,0.32068930053427325,82
1705,SocioPatterns primary school,4A,M,sociopatterns_primary_school_component_0,68,24680.0,1234.0,0.2821576763485477,0.0019250768281121318,0.5821256038647343,0.5443371378402108,47,0.5,0.318068498155463,83
1468,SocioPatterns primary school,5A,M,sociopatterns_primary_school_component_0,84,19660.0,983.0,0.34854771784232363,0.0036898645791121312,0.6055276381909548,0.4661503155479059,47,0.5,0.3174675307527714,84
1502,SocioPatterns primary school,5A,F,sociopatterns_primary_school_component_0,73,23020.0,1151.0,0.3029045643153527,0.0022208038051601047,0.589242053789731,0.5361491628614916,47,0.5,0.31738982534927745,85
1787,SocioPatterns primary school,1A,F,sociopatterns_primary_school_component_0,80,20660.0,1033.0,0.33195020746887965,0.004281643886197553,0.599502487562189,0.4433544303797468,47,0.5,0.31659557062804744,86
1920,SocioPatterns primary school,1B,F,sociopatterns_primary_school_component_0,71,30180.0,1509.0,0.2946058091286307,0.0025315913996293697,0.5835351089588378,0.5078470824949698,47,0.3333333333333333,0.31571678375456624,87
1574,SocioPatterns primary school,3B,F,sociopatterns_primary_school_component_0,63,32520.0,1626.0,0.26141078838174275,0.00263624012631954,0.5683962264150944,0.4874551971326165,43,0.3333333333333333,0.3153954778267742,88
1489,SocioPatterns primary school,5B,F,sociopatterns_primary_school_component_0,76,21640.0,1082.0,0.3153526970954357,0.003033067971799788,0.5935960591133005,0.4957894736842105,47,0.5,0.3152591632061356,89
1895,SocioPatterns primary school,4B,F,sociopatterns_primary_school_component_0,81,19940.0,997.0,0.3360995850622407,0.0053915951636326785,0.600997506234414,0.41172839506172837,47,0.5,0.3148002979371245,90
1482,SocioPatterns primary school,5B,M,sociopatterns_primary_school_component_0,81,19700.0,985.0,0.3360995850622407,0.0028815216293935782,0.600997506234414,0.5459876543209876,47,0.5,0.3131417681955812,91
1685,SocioPatterns primary school,3B,F,sociopatterns_primary_school_component_0,63,32020.0,1601.0,0.26141078838174275,0.0023187852581882263,0.5738095238095238,0.5099846390168971,43,0.3333333333333333,0.3129225805308657,92
1821,SocioPatterns primary school,4B,F,sociopatterns_primary_school_component_0,83,25660.0,1283.0,0.34439834024896265,0.005602462677434513,0.6025,0.4208051719071408,47,0.3333333333333333,0.31197731074881246,93
1843,SocioPatterns primary school,3A,M,sociopatterns_primary_school_component_0,92,22980.0,1149.0,0.3817427385892116,0.004495834868177476,0.6163682864450127,0.4830387004300048,47,0.3333333333333333,0.31191210671861563,94
1748,SocioPatterns primary school,3A,M,sociopatterns_primary_school_component_0,77,20660.0,1033.0,0.31950207468879666,0.002546909683541097,0.5950617283950618,0.5287081339712919,47,0.5,0.31189177731448714,95
1429,SocioPatterns primary school,5B,F,sociopatterns_primary_school_component_0,64,24260.0,1213.0,0.26556016597510373,0.0025947675119340962,0.5765550239234449,0.5188492063492064,46,0.5,0.31036940635080495,96
1548,SocioPatterns primary school,4A,M,sociopatterns_primary_school_component_0,79,19360.0,968.0,0.3278008298755187,0.004968674336590426,0.598014888337469,0.45731905225576114,47,0.5,0.309016238122516,97
1439,SocioPatterns primary school,5B,M,sociopatterns_primary_school_component_0,76,20000.0,1000.0,0.3153526970954357,0.002598133750419092,0.5935960591133005,0.5382456140350877,47,0.5,0.3072693236247739,98
1790,SocioPatterns primary school,1A,F,sociopatterns_primary_school_component_0,90,15500.0,775.0,0.37344398340248963,0.004489000880756324,0.6147959183673469,0.49313358302122345,47,0.5,0.3062947903577705,99
1707,SocioPatterns primary school,3B,M,sociopatterns_primary_school_component_0,68,29040.0,1452.0,0.2821576763485477,0.0028899675240876385,0.5793269230769231,0.5131694468832309,44,0.3333333333333333,0.30593816609162544,100
1431,SocioPatterns primary school,5B,F,sociopatterns_primary_school_component_0,71,21220.0,1061.0,0.2946058091286307,0.0027002274874521706,0.5863746958637469,0.5098591549295775,47,0.5,0.30590728301016734,101
1522,SocioPatterns primary school,5A,M,sociopatterns_primary_school_component_0,71,21080.0,1054.0,0.2946058091286307,0.003730825237167371,0.5863746958637469,0.49295774647887325,47,0.5,0.3054387687898713,102
1714,SocioPatterns primary school,3A,M,sociopatterns_primary_school_component_0,82,17520.0,876.0,0.34024896265560167,0.002539559381795622,0.6025,0.5130984643179766,47,0.5,0.3040206463385876,103
1908,SocioPatterns primary school,1B,M,sociopatterns_primary_school_component_0,62,30260.0,1513.0,0.2572614107883817,0.0024215289141475793,0.5710900473933649,0.48069804336329985,43,0.3333333333333333,0.3030097368499479,104
1578,SocioPatterns primary school,5B,M,sociopatterns_primary_school_component_0,71,20060.0,1003.0,0.2946058091286307,0.002721488281679489,0.5863746958637469,0.5179074446680081,47,0.5,0.3003217125013181,105
1885,SocioPatterns primary school,4B,M,sociopatterns_primary_school_component_0,81,16840.0,842.0,0.3360995850622407,0.004778297733709977,0.600997506234414,0.42777777777777776,47,0.5,0.29973931925299035,106
1555,SocioPatterns primary school,3B,F,sociopatterns_primary_school_component_0,68,27420.0,1371.0,0.2821576763485477,0.003117121605644251,0.5793269230769231,0.5074626865671642,43,0.3333333333333333,0.2981771204237425,107
1764,SocioPatterns primary school,1A,M,sociopatterns_primary_school_component_0,77,17620.0,881.0,0.31950207468879666,0.002453075020914661,0.5950617283950618,0.48735475051264526,47,0.5,0.29722381994248614,108
1852,SocioPatterns primary school,Teachers,Unknown,sociopatterns_primary_school_component_0,61,22240.0,1112.0,0.25311203319502074,0.004265544609705998,0.5724465558194775,0.41092896174863386,41,0.5,0.2966127137553103,109
1564,SocioPatterns primary school,3B,M,sociopatterns_primary_school_component_0,78,17120.0,856.0,0.3236514522821577,0.002509481077788014,0.5965346534653465,0.5724275724275725,47,0.5,0.29627797698925495,110
1702,SocioPatterns primary school,2B,F,sociopatterns_primary_school_component_0,58,29720.0,1486.0,0.24066390041493776,0.001825615821326575,0.5630841121495327,0.5317604355716878,42,0.3333333333333333,0.29447926677261355,111
1718,SocioPatterns primary school,2B,F,sociopatterns_primary_school_component_0,58,29600.0,1480.0,0.24066390041493776,0.0019186373196033806,0.5670588235294117,0.5511191772534785,42,0.3333333333333333,0.2939196135549212,112
1732,SocioPatterns primary school,2B,M,sociopatterns_primary_school_component_0,73,17160.0,858.0,0.3029045643153527,0.0026029603946653556,0.589242053789731,0.5300608828006088,47,0.5,0.2892280145700312,113
1465,SocioPatterns primary school,5B,F,sociopatterns_primary_school_component_0,61,20520.0,1026.0,0.25311203319502074,0.001780553362205677,0.5724465558194775,0.5519125683060109,47,0.5,0.2878273577571594,114
1775,SocioPatterns primary school,1A,Unknown,sociopatterns_primary_school_component_0,70,17540.0,877.0,0.29045643153526973,0.0028529948245570634,0.5849514563106796,0.4720496894409938,47,0.5,0.28675232378791504,115
1727,SocioPatterns primary school,3B,F,sociopatterns_primary_school_component_0,80,21240.0,1062.0,0.33195020746887965,0.0035666230353957693,0.598014888337469,0.47310126582278483,47,0.3333333333333333,0.28591414445840113,116
1766,SocioPatterns primary school,1A,M,sociopatterns_primary_school_component_0,68,17780.0,889.0,0.2821576763485477,0.002000974513312151,0.5821256038647343,0.5197541703248464,47,0.5,0.2848338704450088,117
1802,SocioPatterns primary school,4B,M,sociopatterns_primary_school_component_0,72,16320.0,816.0,0.2987551867219917,0.003935178648466279,0.5878048780487805,0.4507042253521127,47,0.5,0.28399437344168105,118
1783,SocioPatterns primary school,1A,M,sociopatterns_primary_school_component_0,72,16200.0,810.0,0.2987551867219917,0.0040736648201801775,0.5878048780487805,0.4194053208137715,47,0.5,0.28344381315867606,119
1759,SocioPatterns primary school,1A,M,sociopatterns_primary_school_component_0,79,20960.0,1048.0,0.3278008298755187,0.004303290011855942,0.5965346534653465,0.4225900681596884,47,0.3333333333333333,0.2832599281555388,120
1797,SocioPatterns primary school,4A,M,sociopatterns_primary_school_component_0,64,18480.0,924.0,0.26556016597510373,0.002147641836364627,0.5765550239234449,0.5262896825396826,47,0.5,0.28242724413010895,121
1815,SocioPatterns primary school,4A,F,sociopatterns_primary_school_component_0,54,28280.0,1414.0,0.22406639004149378,0.0013798716109590858,0.5617715617715617,0.5555555555555556,43,0.3333333333333333,0.28164189909166193,122
1835,SocioPatterns primary school,4B,F,sociopatterns_primary_school_component_0,78,13840.0,692.0,0.3236514522821577,0.00461091398262641,0.5965346534653465,0.43922743922743923,47,0.5,0.2808925580960515,123
1648,SocioPatterns primary school,2A,F,sociopatterns_primary_school_component_0,70,23280.0,1164.0,0.29045643153526973,0.0017891659054109497,0.5835351089588378,0.5403726708074534,47,0.3333333333333333,0.280866209250552,124
1428,SocioPatterns primary school,5B,M,sociopatterns_primary_school_component_0,82,12540.0,627.0,0.34024896265560167,0.0023673555606706655,0.6025,0.5401987353206865,47,0.5,0.2799885186044321,125
1459,SocioPatterns primary school,5A,M,sociopatterns_primary_school_component_0,63,17340.0,867.0,0.26141078838174275,0.003352714525364005,0.5751789976133651,0.5079365079365079,43,0.5,0.27572253009542913,126
1606,SocioPatterns primary school,2A,F,sociopatterns_primary_school_component_0,54,26260.0,1313.0,0.22406639004149378,0.0027663032050828725,0.5591647331786543,0.4143955276030748,39,0.3333333333333333,0.2721851838684667,127
1772,SocioPatterns primary school,1A,F,sociopatterns_primary_school_component_0,65,16040.0,802.0,0.2697095435684647,0.00201789730467819,0.5779376498800959,0.4894230769230769,47,0.5,0.2720956745287109,128
1585,SocioPatterns primary school,5B,M,sociopatterns_primary_school_component_0,79,18500.0,925.0,0.3278008298755187,0.00361288970761805,0.5965346534653465,0.5086011035378124,47,0.3333333333333333,0.27126756898906285,129
1922,SocioPatterns primary school,2A,F,sociopatterns_primary_school_component_0,64,22800.0,1140.0,0.26556016597510373,0.0020066255106131374,0.5738095238095238,0.4945436507936508,43,0.3333333333333333,0.2698829781561434,130
1751,SocioPatterns primary school,5A,F,sociopatterns_primary_school_component_0,72,13300.0,665.0,0.2987551867219917,0.0023201211145183346,0.5878048780487805,0.5105633802816901,47,0.5,0.269118547748307,131
1520,SocioPatterns primary school,5A,F,sociopatterns_primary_school_component_0,72,20000.0,1000.0,0.2987551867219917,0.002151638909050623,0.5835351089588378,0.5113458528951487,47,0.3333333333333333,0.26803756269246143,132
1549,SocioPatterns primary school,4A,M,sociopatterns_primary_school_component_0,70,13660.0,683.0,0.29045643153526973,0.0026830662789530616,0.5849514563106796,0.505175983436853,47,0.5,0.26802134501788444,133
1789,SocioPatterns primary school,1A,M,sociopatterns_primary_school_component_0,69,13800.0,690.0,0.2863070539419087,0.0025766918055057813,0.5835351089588378,0.47357203751065646,47,0.5,0.2672224217357576,134
1792,SocioPatterns primary school,1A,M,sociopatterns_primary_school_component_0,70,20300.0,1015.0,0.29045643153526973,0.0022174938431184774,0.5835351089588378,0.49523809523809526,47,0.3333333333333333,0.2665918131572917,135
1641,SocioPatterns primary school,2A,F,sociopatterns_primary_school_component_0,58,23540.0,1177.0,0.24066390041493776,0.0012367926574351513,0.5670588235294117,0.5474894131881428,42,0.3333333333333333,0.2645812399964274,136
1752,SocioPatterns primary school,1A,M,sociopatterns_primary_school_component_0,78,17140.0,857.0,0.3236514522821577,0.0031455995060376833,0.5950617283950618,0.4745254745254745,47,0.3333333333333333,0.26316824359446284,137
