source,target,weight,n_contacts,transmission
1142,1205,340,17,temporal_contact_aggregated
1142,1207,140,7,temporal_contact_aggregated
1142,1210,20,1,temporal_contact_aggregated
1142,1221,20,1,temporal_contact_aggregated
1142,1232,100,5,temporal_contact_aggregated
1142,1261,260,13,temporal_contact_aggregated
1142,1295,80,4,temporal_contact_aggregated
1142,1307,20,1,temporal_contact_aggregated
1142,1320,20,1,temporal_contact_aggregated
1142,1352,180,9,temporal_contact_aggregated
1142,1365,60,3,temporal_contact_aggregated
1142,1378,40,2,temporal_contact_aggregated
1142,1383,20,1,temporal_contact_aggregated
1142,1385,40,2,temporal_contact_aggregated
1142,1391,80,4,temporal_contact_aggregated
1142,1401,20,1,temporal_contact_aggregated
1142,1416,20,1,temporal_contact_aggregated
1142,1460,20,1,temporal_contact_aggregated
1142,1485,80,4,temporal_contact_aggregated
1142,1547,60,3,temporal_contact_aggregated
1142,1625,60,3,temporal_contact_aggregated
1142,1658,240,12,temporal_contact_aggregated
1142,1701,20,1,temporal_contact_aggregated
1142,1702,40,2,temporal_contact_aggregated
1142,1769,40,2,temporal_contact_aggregated
1144,1148,1360,68,temporal_contact_aggregated
1144,1149,240,12,temporal_contact_aggregated
1144,1152,540,27,temporal_contact_aggregated
1144,1157,6180,309,temporal_contact_aggregated
1144,1159,5860,293,temporal_contact_aggregated
1144,1164,1720,86,temporal_contact_aggregated
1144,1168,1420,71,temporal_contact_aggregated
1144,1179,220,11,temporal_contact_aggregated
1144,1181,80,4,temporal_contact_aggregated
1144,1190,120,6,temporal_contact_aggregated
1144,1191,6220,311,temporal_contact_aggregated
1144,1193,400,20,temporal_contact_aggregated
1144,1196,160,8,temporal_contact_aggregated
1144,1202,60,3,temporal_contact_aggregated
1144,1205,160,8,temporal_contact_aggregated
1144,1207,160,8,temporal_contact_aggregated
1144,1209,1120,56,temporal_contact_aggregated
1144,1210,440,22,temporal_contact_aggregated
1144,1221,4180,209,temporal_contact_aggregated
1144,1232,40,2,temporal_contact_aggregated
1144,1245,940,47,temporal_contact_aggregated
1144,1260,1020,51,temporal_contact_aggregated
1144,1295,620,31,temporal_contact_aggregated
1144,1332,100,5,temporal_contact_aggregated
1144,1363,20,1,temporal_contact_aggregated
1144,1365,120,6,temporal_contact_aggregated
1144,1374,160,8,temporal_contact_aggregated
1144,1377,60,3,temporal_contact_aggregated
1144,1378,80,4,temporal_contact_aggregated
1144,1391,80,4,temporal_contact_aggregated
1144,1393,180,9,temporal_contact_aggregated
1144,1395,20,1,temporal_contact_aggregated
1144,1469,140,7,temporal_contact_aggregated
1144,1547,20,1,temporal_contact_aggregated
1144,1625,160,8,temporal_contact_aggregated
1144,1629,360,18,temporal_contact_aggregated
1144,1658,140,7,temporal_contact_aggregated
1144,1660,420,21,temporal_contact_aggregated
1144,1671,40,2,temporal_contact_aggregated
1144,1702,120,6,temporal_contact_aggregated
1144,1769,500,25,temporal_contact_aggregated
1148,1149,60,3,temporal_contact_aggregated
1148,1157,2460,123,temporal_contact_aggregated
1148,1159,2480,124,temporal_contact_aggregated
1148,1164,320,16,temporal_contact_aggregated
1148,1168,240,12,temporal_contact_aggregated
1148,1179,40,2,temporal_contact_aggregated
1148,1181,80,4,temporal_contact_aggregated
1148,1191,3520,176,temporal_contact_aggregated
1148,1193,100,5,temporal_contact_aggregated
1148,1209,20,1,temporal_contact_aggregated
1148,1210,80,4,temporal_contact_aggregated
1148,1221,7220,361,temporal_contact_aggregated
1148,1245,60,3,temporal_contact_aggregated
1148,1260,4520,226,temporal_contact_aggregated
1148,1295,80,4,temporal_contact_aggregated
1148,1365,40,2,temporal_contact_aggregated
1148,1374,40,2,temporal_contact_aggregated
1148,1377,500,25,temporal_contact_aggregated
1148,1378,20,1,temporal_contact_aggregated
1148,1385,20,1,temporal_contact_aggregated
1148,1391,20,1,temporal_contact_aggregated
1148,1395,160,8,temporal_contact_aggregated
1148,1460,160,8,temporal_contact_aggregated
1148,1625,60,3,temporal_contact_aggregated
1148,1658,20,1,temporal_contact_aggregated
1148,1660,200,10,temporal_contact_aggregated
1148,1701,780,39,temporal_contact_aggregated
1148,1702,740,37,temporal_contact_aggregated
1149,1152,140,7,temporal_contact_aggregated
1149,1157,180,9,temporal_contact_aggregated
1149,1159,40,2,temporal_contact_aggregated
1149,1164,280,14,temporal_contact_aggregated
1149,1168,80,4,temporal_contact_aggregated
1149,1179,1040,52,temporal_contact_aggregated
1149,1181,80,4,temporal_contact_aggregated
1149,1190,620,31,temporal_contact_aggregated
1149,1196,10220,511,temporal_contact_aggregated
1149,1202,5540,277,temporal_contact_aggregated
1149,1205,1060,53,temporal_contact_aggregated
1149,1207,1640,82,temporal_contact_aggregated
1149,1210,5240,262,temporal_contact_aggregated
1149,1221,60,3,temporal_contact_aggregated
1149,1232,300,15,temporal_contact_aggregated
1149,1245,140,7,temporal_contact_aggregated
1149,1260,140,7,temporal_contact_aggregated
1149,1295,1000,50,temporal_contact_aggregated
1149,1307,200,10,temporal_contact_aggregated
1149,1327,20,1,temporal_contact_aggregated
1149,1352,200,10,temporal_contact_aggregated
1149,1362,160,8,temporal_contact_aggregated
1149,1363,220,11,temporal_contact_aggregated
1149,1365,860,43,temporal_contact_aggregated
1149,1374,340,17,temporal_contact_aggregated
1149,1378,860,43,temporal_contact_aggregated
1149,1383,120,6,temporal_contact_aggregated
1149,1385,140,7,temporal_contact_aggregated
1149,1391,520,26,temporal_contact_aggregated
1149,1393,500,25,temporal_contact_aggregated
1149,1395,140,7,temporal_contact_aggregated
1149,1416,40,2,temporal_contact_aggregated
1149,1460,20,1,temporal_contact_aggregated
1149,1629,520,26,temporal_contact_aggregated
1149,1658,260,13,temporal_contact_aggregated
1149,1660,120,6,temporal_contact_aggregated
1149,1671,40,2,temporal_contact_aggregated
1149,1702,80,4,temporal_contact_aggregated
1152,1157,840,42,temporal_contact_aggregated
1152,1159,80,4,temporal_contact_aggregated
1152,1168,40,2,temporal_contact_aggregated
1152,1191,1120,56,temporal_contact_aggregated
1152,1193,20,1,temporal_contact_aggregated
1152,1196,40,2,temporal_contact_aggregated
1152,1205,20,1,temporal_contact_aggregated
1152,1209,240,12,temporal_contact_aggregated
1152,1365,140,7,temporal_contact_aggregated
1152,1374,1240,62,temporal_contact_aggregated
1157,1159,3120,156,temporal_contact_aggregated
1157,1164,980,49,temporal_contact_aggregated
1157,1168,320,16,temporal_contact_aggregated
1157,1179,60,3,temporal_contact_aggregated
1157,1181,1520,76,temporal_contact_aggregated
1157,1190,220,11,temporal_contact_aggregated
1157,1191,7180,359,temporal_contact_aggregated
1157,1193,640,32,temporal_contact_aggregated
1157,1196,140,7,temporal_contact_aggregated
1157,1202,20,1,temporal_contact_aggregated
1157,1205,900,45,temporal_contact_aggregated
1157,1207,60,3,temporal_contact_aggregated
1157,1209,260,13,temporal_contact_aggregated
1157,1210,260,13,temporal_contact_aggregated
1157,1221,7220,361,temporal_contact_aggregated
1157,1232,20,1,temporal_contact_aggregated
1157,1245,560,28,temporal_contact_aggregated
1157,1260,5440,272,temporal_contact_aggregated
1157,1261,20,1,temporal_contact_aggregated
1157,1295,1140,57,temporal_contact_aggregated
1157,1305,40,2,temporal_contact_aggregated
1157,1307,60,3,temporal_contact_aggregated
1157,1320,440,22,temporal_contact_aggregated
1157,1352,480,24,temporal_contact_aggregated
1157,1362,400,20,temporal_contact_aggregated
1157,1363,740,37,temporal_contact_aggregated
1157,1365,860,43,temporal_contact_aggregated
1157,1373,440,22,temporal_contact_aggregated
1157,1374,60,3,temporal_contact_aggregated
1157,1378,800,40,temporal_contact_aggregated
1157,1383,760,38,temporal_contact_aggregated
1157,1391,660,33,temporal_contact_aggregated
1157,1401,400,20,temporal_contact_aggregated
1157,1625,400,20,temporal_contact_aggregated
1157,1629,940,47,temporal_contact_aggregated
1157,1658,80,4,temporal_contact_aggregated
1157,1660,1620,81,temporal_contact_aggregated
1157,1671,160,8,temporal_contact_aggregated
1157,1701,620,31,temporal_contact_aggregated
1157,1702,500,25,temporal_contact_aggregated
1157,1784,160,8,temporal_contact_aggregated
1159,1164,2240,112,temporal_contact_aggregated
1159,1168,2320,116,temporal_contact_aggregated
1159,1179,80,4,temporal_contact_aggregated
1159,1181,60,3,temporal_contact_aggregated
1159,1191,3860,193,temporal_contact_aggregated
1159,1193,100,5,temporal_contact_aggregated
1159,1202,20,1,temporal_contact_aggregated
1159,1205,80,4,temporal_contact_aggregated
1159,1207,180,9,temporal_contact_aggregated
1159,1209,160,8,temporal_contact_aggregated
1159,1210,420,21,temporal_contact_aggregated
1159,1221,2880,144,temporal_contact_aggregated
1159,1245,140,7,temporal_contact_aggregated
1159,1260,1260,63,temporal_contact_aggregated
1159,1261,20,1,temporal_contact_aggregated
1159,1295,340,17,temporal_contact_aggregated
1159,1323,60,3,temporal_contact_aggregated
1159,1362,760,38,temporal_contact_aggregated
1159,1365,180,9,temporal_contact_aggregated
1159,1373,100,5,temporal_contact_aggregated
1159,1378,320,16,temporal_contact_aggregated
1159,1383,120,6,temporal_contact_aggregated
1159,1391,40,2,temporal_contact_aggregated
1159,1460,220,11,temporal_contact_aggregated
1159,1625,340,17,temporal_contact_aggregated
1159,1658,20,1,temporal_contact_aggregated
1159,1660,100,5,temporal_contact_aggregated
1159,1701,1440,72,temporal_contact_aggregated
1159,1702,20,1,temporal_contact_aggregated
1159,1769,40,2,temporal_contact_aggregated
1164,1168,640,32,temporal_contact_aggregated
1164,1179,200,10,temporal_contact_aggregated
1164,1181,1420,71,temporal_contact_aggregated
1164,1190,1080,54,temporal_contact_aggregated
1164,1191,1660,83,temporal_contact_aggregated
1164,1193,4020,201,temporal_contact_aggregated
1164,1196,20,1,temporal_contact_aggregated
1164,1202,160,8,temporal_contact_aggregated
1164,1205,1380,69,temporal_contact_aggregated
1164,1207,4980,249,temporal_contact_aggregated
1164,1209,100,5,temporal_contact_aggregated
1164,1210,880,44,temporal_contact_aggregated
1164,1221,860,43,temporal_contact_aggregated
1164,1232,280,14,temporal_contact_aggregated
1164,1245,880,44,temporal_contact_aggregated
1164,1260,220,11,temporal_contact_aggregated
1164,1261,240,12,temporal_contact_aggregated
1164,1295,2320,116,temporal_contact_aggregated
1164,1320,40,2,temporal_contact_aggregated
1164,1327,160,8,temporal_contact_aggregated
1164,1332,20,1,temporal_contact_aggregated
1164,1352,40,2,temporal_contact_aggregated
1164,1363,380,19,temporal_contact_aggregated
1164,1365,440,22,temporal_contact_aggregated
1164,1373,20,1,temporal_contact_aggregated
1164,1374,600,30,temporal_contact_aggregated
1164,1377,420,21,temporal_contact_aggregated
1164,1378,20,1,temporal_contact_aggregated
1164,1383,40,2,temporal_contact_aggregated
1164,1391,40,2,temporal_contact_aggregated
1164,1393,60,3,temporal_contact_aggregated
1164,1395,100,5,temporal_contact_aggregated
1164,1401,420,21,temporal_contact_aggregated
1164,1460,60,3,temporal_contact_aggregated
1164,1469,220,11,temporal_contact_aggregated
1164,1525,20,1,temporal_contact_aggregated
1164,1547,320,16,temporal_contact_aggregated
1164,1625,960,48,temporal_contact_aggregated
1164,1658,1580,79,temporal_contact_aggregated
1164,1701,400,20,temporal_contact_aggregated
1164,1702,160,8,temporal_contact_aggregated
1164,1769,20,1,temporal_contact_aggregated
1168,1181,20,1,temporal_contact_aggregated
1168,1190,60,3,temporal_contact_aggregated
1168,1191,1640,82,temporal_contact_aggregated
1168,1207,20,1,temporal_contact_aggregated
1168,1209,340,17,temporal_contact_aggregated
1168,1210,120,6,temporal_contact_aggregated
1168,1221,300,15,temporal_contact_aggregated
1168,1245,40,2,temporal_contact_aggregated
1168,1260,20,1,temporal_contact_aggregated
1168,1378,20,1,temporal_contact_aggregated
1168,1385,340,17,temporal_contact_aggregated
1168,1525,60,3,temporal_contact_aggregated
1168,1658,40,2,temporal_contact_aggregated
1168,1660,60,3,temporal_contact_aggregated
1179,1181,40,2,temporal_contact_aggregated
1179,1190,720,36,temporal_contact_aggregated
1179,1191,140,7,temporal_contact_aggregated
1179,1193,1680,84,temporal_contact_aggregated
1179,1196,1740,87,temporal_contact_aggregated
1179,1202,380,19,temporal_contact_aggregated
1179,1205,280,14,temporal_contact_aggregated
1179,1207,1080,54,temporal_contact_aggregated
1179,1210,360,18,temporal_contact_aggregated
1179,1221,40,2,temporal_contact_aggregated
1179,1232,20,1,temporal_contact_aggregated
1179,1245,60,3,temporal_contact_aggregated
1179,1261,40,2,temporal_contact_aggregated
1179,1295,180,9,temporal_contact_aggregated
1179,1320,80,4,temporal_contact_aggregated
1179,1327,120,6,temporal_contact_aggregated
1179,1352,20,1,temporal_contact_aggregated
