dataset,graph_id,region,graph_family,node_id,component_id,component_size,label,hhid,site,group,sex,sars,index,degree,weighted_degree_sec,contact_count,degree_centrality,betweenness_centrality,closeness_centrality,clustering,core_number,graph_center_score,structural_source_label,source_file
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1149,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,NUR,Unknown,Unknown,Unknown,48,38680.0,1934.0,0.6486486486486487,0.013552329083749587,0.74,0.5789007092198581,22,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1152,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,MED,Unknown,Unknown,Unknown,14,4720.0,236.0,0.1891891891891892,0.0003103848713289317,0.5522388059701493,0.8021978021978022,14,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1157,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,MED,Unknown,Unknown,Unknown,53,56980.0,2849.0,0.7162162162162162,0.021651503844714686,0.7789473684210526,0.5537010159651669,22,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1159,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,MED,Unknown,Unknown,Unknown,43,31640.0,1582.0,0.581081081081081,0.011469849319878697,0.7047619047619048,0.6135105204872646,22,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1164,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,NUR,Unknown,Unknown,Unknown,57,42180.0,2109.0,0.7702702702702703,0.03126633321619272,0.8131868131868132,0.518170426065163,22,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1168,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,MED,Unknown,Unknown,Unknown,25,8880.0,444.0,0.33783783783783783,0.003339922763069951,0.6016260162601627,0.7333333333333333,21,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1179,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,ADM,Unknown,Unknown,Unknown,45,13780.0,689.0,0.6081081081081081,0.009605010284535734,0.7184466019417476,0.6252525252525253,22,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1181,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,NUR,Unknown,Unknown,Unknown,43,25580.0,1279.0,0.581081081081081,0.014670562257182395,0.7047619047619048,0.5902547065337763,22,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1190,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,NUR,Unknown,Unknown,Unknown,48,24540.0,1227.0,0.6486486486486487,0.022165258003060365,0.74,0.5141843971631206,22,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1191,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,MED,Unknown,Unknown,Unknown,40,35960.0,1798.0,0.5405405405405406,0.009980108492363454,0.6851851851851852,0.617948717948718,22,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1193,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,NUR,Unknown,Unknown,Unknown,58,44720.0,2236.0,0.7837837837837838,0.03515642027965048,0.8222222222222222,0.48759830611010285,22,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1196,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,NUR,Unknown,Unknown,Unknown,45,30020.0,1501.0,0.6081081081081081,0.01365832405490213,0.7184466019417476,0.5696969696969697,22,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1202,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,NUR,Unknown,Unknown,Unknown,43,15260.0,763.0,0.581081081081081,0.01105884685487505,0.7047619047619048,0.5736434108527132,22,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1205,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,NUR,Unknown,Unknown,Unknown,49,22100.0,1105.0,0.6621621621621622,0.019905828855245257,0.7474747474747475,0.5476190476190477,22,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1207,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,NUR,Unknown,Unknown,Unknown,49,62600.0,3130.0,0.6621621621621622,0.02089845463129168,0.7474747474747475,0.5459183673469388,22,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1209,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,ADM,Unknown,Unknown,Unknown,24,3220.0,161.0,0.32432432432432434,0.0013354291632866203,0.5967741935483871,0.782608695652174,21,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1210,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,NUR,Unknown,Unknown,Unknown,56,81540.0,4077.0,0.7567567567567568,0.02644993182527256,0.8043478260869565,0.5285714285714286,22,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1221,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,MED,Unknown,Unknown,Unknown,41,41500.0,2075.0,0.5540540540540541,0.010570855985864776,0.6915887850467289,0.6353658536585366,22,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1232,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,ADM,Unknown,Unknown,Unknown,28,3260.0,163.0,0.3783783783783784,0.0022065979293561383,0.6166666666666667,0.7354497354497355,22,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1238,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,NUR,Unknown,Unknown,Unknown,14,2660.0,133.0,0.1891891891891892,0.0018754796616477815,0.5285714285714286,0.23076923076923078,13,0.3333333333333333,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1245,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,NUR,Unknown,Unknown,Unknown,40,16960.0,848.0,0.5405405405405406,0.005826892858906954,0.6851851851851852,0.6833333333333333,22,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1246,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,NUR,Unknown,Unknown,Unknown,16,4560.0,228.0,0.21621621621621623,0.004316531713712536,0.5401459854014599,0.21666666666666667,13,0.3333333333333333,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1260,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,MED,Unknown,Unknown,Unknown,38,26660.0,1333.0,0.5135135135135135,0.008367924402902249,0.6727272727272727,0.6415362731152204,22,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1261,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,NUR,Unknown,Unknown,Unknown,27,4040.0,202.0,0.36486486486486486,0.004771527468099012,0.6115702479338843,0.5584045584045584,19,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1295,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,NUR,Unknown,Unknown,Unknown,56,73900.0,3695.0,0.7567567567567568,0.026827641756601076,0.8043478260869565,0.5240259740259741,22,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1305,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,PAT,Unknown,Unknown,Unknown,13,1260.0,63.0,0.17567567567567569,0.0009192383473099155,0.5441176470588235,0.6794871794871795,13,0.3333333333333333,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1307,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,PAT,Unknown,Unknown,Unknown,22,7340.0,367.0,0.2972972972972973,0.0018571247397244453,0.5873015873015873,0.70995670995671,19,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1320,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,PAT,Unknown,Unknown,Unknown,19,2980.0,149.0,0.25675675675675674,0.0007456642648561512,0.5736434108527132,0.7953216374269005,18,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1323,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,PAT,Unknown,Unknown,Unknown,9,1340.0,67.0,0.12162162162162163,0.0003723851147666195,0.5285714285714286,0.6666666666666666,9,0.3333333333333333,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1327,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,PAT,Unknown,Unknown,Unknown,22,3100.0,155.0,0.2972972972972973,0.002032780102219441,0.5873015873015873,0.7316017316017316,19,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1332,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,PAT,Unknown,Unknown,Unknown,7,420.0,21.0,0.0945945945945946,0.0002609494528778709,0.5138888888888888,0.7142857142857143,7,0.3333333333333333,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1352,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,PAT,Unknown,Unknown,Unknown,26,16980.0,849.0,0.35135135135135137,0.004540666598052133,0.6065573770491803,0.6061538461538462,20,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1362,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,PAT,Unknown,Unknown,Unknown,23,8900.0,445.0,0.3108108108108108,0.002009479257587079,0.5873015873015873,0.7075098814229249,21,0.3333333333333333,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1363,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,PAT,Unknown,Unknown,Unknown,20,4880.0,244.0,0.2702702702702703,0.0029747661316842076,0.578125,0.6157894736842106,17,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1365,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,PAT,Unknown,Unknown,Unknown,41,22260.0,1113.0,0.5540540540540541,0.0148587545060796,0.6915887850467289,0.5695121951219512,22,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1373,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,PAT,Unknown,Unknown,Unknown,9,920.0,46.0,0.12162162162162163,0.00014184671718918293,0.5138888888888888,0.8333333333333334,9,0.3333333333333333,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1374,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,PAT,Unknown,Unknown,Unknown,23,7340.0,367.0,0.3108108108108108,0.002835310091212877,0.592,0.7035573122529645,19,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1377,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,PAT,Unknown,Unknown,Unknown,13,1800.0,90.0,0.17567567567567569,7.822819430714113e-05,0.5441176470588235,0.9230769230769231,13,0.3333333333333333,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1378,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,PAT,Unknown,Unknown,Unknown,37,16040.0,802.0,0.5,0.010480716341804594,0.6666666666666666,0.6276276276276276,22,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1383,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,PAT,Unknown,Unknown,Unknown,34,12480.0,624.0,0.4594594594594595,0.009294616239526632,0.6491228070175439,0.5882352941176471,22,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1385,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,PAT,Unknown,Unknown,Unknown,21,3060.0,153.0,0.28378378378378377,0.0016139131332631182,0.578125,0.7,20,0.3333333333333333,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1391,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,PAT,Unknown,Unknown,Unknown,33,12060.0,603.0,0.44594594594594594,0.008425733688588474,0.6434782608695652,0.6174242424242424,22,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1393,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,PAT,Unknown,Unknown,Unknown,23,7780.0,389.0,0.3108108108108108,0.002238252551514775,0.592,0.7509881422924901,20,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1395,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,PAT,Unknown,Unknown,Unknown,28,6440.0,322.0,0.3783783783783784,0.004249906802760882,0.6166666666666667,0.7116402116402116,22,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1399,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,PAT,Unknown,Unknown,Unknown,10,1680.0,84.0,0.13513513513513514,0.0006872834767263682,0.5323741007194245,0.5777777777777777,10,0.3333333333333333,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1401,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,PAT,Unknown,Unknown,Unknown,23,9760.0,488.0,0.3108108108108108,0.0018677791079924164,0.592,0.7312252964426877,20,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1416,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,PAT,Unknown,Unknown,Unknown,16,2320.0,116.0,0.21621621621621623,0.0008315378983361035,0.5606060606060606,0.7416666666666667,16,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1460,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,PAT,Unknown,Unknown,Unknown,21,3440.0,172.0,0.28378378378378377,0.0018441570039154328,0.5826771653543307,0.6761904761904762,18,0.5,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1469,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,PAT,Unknown,Unknown,Unknown,15,3280.0,164.0,0.20270270270270271,0.000700848329753564,0.5522388059701493,0.7238095238095238,15,0.3333333333333333,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1485,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,NUR,Unknown,Unknown,Unknown,22,9620.0,481.0,0.2972972972972973,0.005396757670847156,0.5736434108527132,0.3722943722943723,17,0.3333333333333333,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1525,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,ADM,Unknown,Unknown,Unknown,6,240.0,12.0,0.08108108108108109,0.00028520597347860964,0.4966442953020134,0.7333333333333333,6,0.3333333333333333,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,1535,0,75,simulation_source_unknown_until_task_generation,sociopatterns_hospital_component_0,SocioPatterns hospital ward,ADM,Unknown,Unknown,Unknown,8,360.0,18.0,0.10810810810810811,0.0006076166202045506,0.5211267605633803,0.75,7,0.3333333333333333,0,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
