dataset,graph_id,region,graph_family,traversal,include_in_main_experiment,source,target,weight,weight_raw,n_contacts,first_t,last_t,source_file
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1148,360,360,18,76540,345300,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1149,420,420,21,89360,345680,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1152,20,20,1,6320,6320,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1157,1380,1380,69,8000,345460,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1159,460,460,23,13660,268380,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1164,3500,3500,175,4080,270840,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1168,240,240,12,78640,97140,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1179,120,120,6,16360,178180,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1181,620,620,31,3980,340180,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1190,360,360,18,252480,338200,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1191,400,400,20,7980,103420,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1193,1720,1720,86,4480,262960,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1196,140,140,7,8080,103060,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1202,80,80,4,100040,262880,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1205,440,440,22,90400,346180,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1207,1720,1720,86,71140,176980,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1209,80,80,4,83000,252720,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1210,1820,1820,91,72560,329720,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1221,220,220,11,97260,268380,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1232,320,320,16,259620,346280,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1245,1260,1260,63,72460,168040,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1260,100,100,5,98200,345060,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1261,40,40,2,15220,262940,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1295,680,680,34,82660,346540,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1320,100,100,5,76280,170840,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1327,120,120,6,77780,178300,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1332,60,60,3,76760,76820,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1352,100,100,5,77900,252140,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1362,40,40,2,254020,254060,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1365,180,180,9,75740,345840,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1373,40,40,2,76700,76720,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1374,160,160,8,76460,170820,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1377,160,160,8,78220,78360,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1378,180,180,9,83300,345800,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1383,40,40,2,75520,75540,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1391,340,340,17,77620,339300,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1393,180,180,9,75580,168600,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1395,20,20,1,172900,172900,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1401,20,20,1,253500,253500,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1416,60,60,3,254240,254280,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1460,20,20,1,252360,252360,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1525,20,20,1,329580,329580,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1547,20,20,1,270840,270840,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1625,340,340,17,245040,262960,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1629,260,260,13,329960,346280,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1658,280,280,14,156480,336080,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1660,160,160,8,344840,345380,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1671,4340,4340,217,330600,343540,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1701,400,400,20,179640,251940,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1702,120,120,6,253660,253920,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1098,1769,40,40,2,252200,252220,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1100,1108,2680,2680,134,73200,250020,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1100,1109,40,40,2,78340,81740,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1100,1114,20,20,1,78620,78620,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1100,1115,40,40,2,165860,166240,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1100,1144,100,100,5,158860,249720,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1100,1157,140,140,7,158720,247820,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1100,1159,200,200,10,76440,168800,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1100,1164,140,140,7,78320,249800,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1100,1191,80,80,4,81420,81480,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1100,1193,280,280,14,164180,169460,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1100,1205,20,20,1,249780,249780,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1100,1207,120,120,6,78460,168140,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1100,1210,160,160,8,76060,166280,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1100,1245,40,40,2,167220,167280,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1100,1295,120,120,6,165700,248240,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1100,1327,60,60,3,78240,78520,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1100,1352,20,20,1,77120,77120,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1100,1362,60,60,3,164320,164620,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1100,1365,20,20,1,168980,168980,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1100,1373,20,20,1,81500,81500,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1100,1383,420,420,21,77800,165460,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1100,1385,20,20,1,169220,169220,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1100,1391,160,160,8,80560,168700,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1100,1395,320,320,16,80120,169160,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1100,1625,40,40,2,248580,248600,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1100,1658,200,200,10,162660,250320,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1100,1702,220,220,11,165820,166160,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1105,1109,160,160,8,4020,91480,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1105,1114,180,180,9,2900,91820,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1105,1116,100,100,5,4520,5640,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1105,1142,20,20,1,5560,5560,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1105,1144,100,100,5,95280,102200,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1105,1149,960,960,48,89740,116540,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1105,1159,180,180,9,94100,106820,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1105,1164,160,160,8,4320,91840,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1105,1179,120,120,6,4340,109820,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1105,1191,140,140,7,101620,103360,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1105,1193,140,140,7,4480,5500,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1105,1196,1080,1080,54,90720,114380,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1105,1202,460,460,23,97220,115160,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1105,1205,1000,1000,50,89800,115140,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1105,1207,120,120,6,89540,91480,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1105,1210,200,200,10,90160,99840,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1105,1221,20,20,1,98320,98320,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1105,1232,140,140,7,4360,4600,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1105,1245,280,280,14,91560,102200,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1105,1295,400,400,20,2260,89640,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1105,1307,320,320,16,98720,105600,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1105,1320,120,120,6,96840,113700,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1105,1362,40,40,2,107500,107520,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1105,1378,180,180,9,95580,114380,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1105,1383,180,180,9,97760,105860,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1105,1393,600,600,30,96040,112680,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1108,1109,20,20,1,80200,80200,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1108,1114,40,40,2,334980,340320,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1108,1115,160,160,8,76680,334640,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1108,1144,140,140,7,76520,252180,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1108,1148,40,40,2,81160,252200,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1108,1149,40,40,2,340240,341380,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1108,1157,120,120,6,77400,335280,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1108,1159,160,160,8,79000,168800,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1108,1164,120,120,6,78340,251040,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1108,1181,60,60,3,76520,251040,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1108,1191,120,120,6,76640,81400,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1108,1193,120,120,6,166880,251100,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1108,1205,40,40,2,334960,334980,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
sociopatterns_hospital,sociopatterns_hospital,sociopatterns,temporal_contact_aggregated,none,True,1108,1207,120,120,6,75500,166320,data/raw/socioHos/hospital_lyon_contacts.dat/detailed_list_of_contacts_Hospital.dat
